Order ID,Product Name,Category,Price (INR),Quantity Sold,Total Sales (INR),Order Date,Payment Method,Customer Rating,Month,Year,Profit (INR),Discount %,Customer Segment,Region
ORD00064,Table Lamp,Home & Kitchen,2158.12,3,6474.36,2025-01-02,COD,3.4,January,2025,1294.872,12,Online,East
ORD00065,Lipstick,Beauty,11106.19,2,22212.38,2024-12-22,Wallet,1.1,December,2024,4442.476000000001,19,Retail,North
ORD00066,Educational Book,Books,21690.55,2,43381.1,2024-11-28,Credit Card,1.9,November,2024,8676.22,7,Online,West
ORD00067,Hair Dryer,Beauty,4225.69,4,16902.76,2024-05-06,Credit Card,2.5,May,2024,3380.5519999999997,18,Online,South
ORD00068,Smartwatch,Electronics,23621.02,1,23621.02,2024-02-26,Wallet,4.7,February,2024,4724.204000000001,21,Online,South
ORD00069,Educational Book,Books,38937.92,3,116813.76,2024-04-08,Credit Card,3.4,April,2024,23362.752,8,Online,East
ORD00070,Cookware Set,Home & Kitchen,2707.97,1,2707.97,2024-04-28,Net Banking,1.2,April,2024,541.5939999999999,22,Retail,South
ORD00071,Face Cream,Beauty,23715.42,4,94861.68,2024-03-24,COD,2.0,March,2024,18972.336,12,Online,South
ORD00072,Tablet,Electronics,9083.5,2,18167.0,2024-07-05,UPI,1.8,July,2024,3633.4,8,Wholesale,West
ORD00073,Lipstick,Beauty,26379.35,4,105517.4,2024-09-07,UPI,3.0,September,2024,21103.48,6,Wholesale,East
ORD00074,Jacket,Clothing,34023.96,3,102071.88,2024-02-13,Credit Card,4.6,February,2024,20414.376000000004,10,Online,West
ORD00075,Sneakers,Clothing,1542.1,4,6168.4,2024-08-25,Credit Card,1.0,August,2024,1233.68,26,Online,North
ORD00076,Fiction Novel,Books,42981.08,3,128943.24,2024-03-25,COD,3.8,March,2024,25788.648,14,Wholesale,North
ORD00077,Sofa Cover,Home & Kitchen,46338.29,5,231691.45,2024-03-22,COD,3.4,March,2024,46338.29000000001,8,Wholesale,North
ORD00078,Headphones,Electronics,34161.44,1,34161.44,2024-06-30,Wallet,2.4,June,2024,6832.2880000000005,26,Retail,East
ORD00079,Lipstick,Beauty,21317.31,5,106586.55,2024-07-16,Credit Card,4.0,July,2024,21317.31,22,Wholesale,South
ORD00080,Face Cream,Beauty,46011.84,4,184047.36,2024-05-01,COD,3.3,May,2024,36809.472,30,Wholesale,East
ORD00081,Perfume,Beauty,2097.99,1,2097.99,2025-02-09,Debit Card,3.2,February,2025,419.59799999999996,16,Online,East
ORD00082,Smartphone,Electronics,17104.91,3,51314.73,2024-12-10,Credit Card,2.7,December,2024,10262.946000000002,6,Wholesale,South
ORD00083,Sofa Cover,Home & Kitchen,29326.6,3,87979.8,2024-11-07,Credit Card,4.9,November,2024,17595.960000000003,14,Retail,West
ORD00084,Headphones,Electronics,28892.73,4,115570.92,2024-11-11,COD,1.3,November,2024,23114.184,8,Wholesale,North
ORD00085,Tablet,Electronics,35033.12,4,140132.48,2024-12-03,UPI,4.7,December,2024,28026.496000000003,18,Online,West
ORD00086,Jeans,Clothing,40069.3,3,120207.9,2024-10-27,Debit Card,2.4,October,2024,24041.58,20,Online,North
ORD00087,Comic Book,Books,20613.14,4,82452.56,2024-05-30,UPI,3.4,May,2024,16490.512,19,Wholesale,East
ORD00088,Cookware Set,Home & Kitchen,3432.0,5,17160.0,2024-04-12,Credit Card,3.4,April,2024,3432.0,12,Online,North
ORD00089,Shampoo,Beauty,25752.65,3,77257.95,2024-06-28,Net Banking,2.5,June,2024,15451.59,18,Retail,East
ORD00090,Smartwatch,Electronics,30238.47,2,60476.94,2024-09-24,Net Banking,4.0,September,2024,12095.388,27,Retail,West
ORD00091,Bedsheet,Home & Kitchen,34293.38,4,137173.52,2024-04-01,Net Banking,4.4,April,2024,27434.703999999998,29,Wholesale,East
ORD00092,Perfume,Beauty,19498.32,2,38996.64,2024-11-23,Credit Card,3.6,November,2024,7799.328,12,Wholesale,West
ORD00093,T-Shirt,Clothing,39355.59,1,39355.59,2024-10-22,Wallet,2.9,October,2024,7871.1179999999995,25,Wholesale,South
ORD00094,Cookbook,Books,26575.86,2,53151.72,2024-05-23,Wallet,2.0,May,2024,10630.344000000001,20,Online,South
ORD00095,Headphones,Electronics,12506.31,3,37518.93,2025-01-12,UPI,1.4,January,2025,7503.786,17,Retail,South
ORD00096,T-Shirt,Clothing,19180.77,3,57542.31,2025-01-28,Wallet,3.9,January,2025,11508.462,22,Retail,East
ORD00097,Bedsheet,Home & Kitchen,8877.51,5,44387.55,2024-05-31,UPI,2.5,May,2024,8877.51,19,Online,South
ORD00098,Sneakers,Clothing,32348.92,2,64697.84,2025-02-02,Credit Card,3.1,February,2025,12939.568,25,Retail,North
ORD00099,Smartwatch,Electronics,19375.76,2,38751.52,2024-12-06,Credit Card,2.1,December,2024,7750.304,28,Wholesale,West
ORD00100,Educational Book,Books,48157.93,1,48157.93,2024-09-05,COD,2.4,September,2024,9631.586000000001,30,Wholesale,West
ORD00101,Laptop,Electronics,4360.05,4,17440.2,2025-01-18,Wallet,3.3,January,2025,3488.0400000000004,29,Wholesale,North
ORD00102,Jacket,Clothing,38093.14,1,38093.14,2024-10-22,Credit Card,3.0,October,2024,7618.628000000001,17,Retail,East
ORD00103,Educational Book,Books,32788.2,5,163941.0,2024-07-07,Credit Card,4.0,July,2024,32788.200000000004,13,Wholesale,East
ORD00104,Comic Book,Books,42715.55,1,42715.55,2024-07-14,Credit Card,4.4,July,2024,8543.11,19,Online,West
ORD00105,Perfume,Beauty,28758.42,5,143792.1,2024-09-22,Net Banking,3.7,September,2024,28758.420000000002,17,Online,South
ORD00106,Educational Book,Books,22555.21,2,45110.42,2024-05-10,UPI,4.3,May,2024,9022.084,5,Retail,East
ORD00107,Dress,Clothing,33613.18,1,33613.18,2024-08-24,Wallet,3.5,August,2024,6722.636,29,Online,East
ORD00108,T-Shirt,Clothing,44639.0,5,223195.0,2024-05-04,Credit Card,1.1,May,2024,44639.0,11,Online,North
ORD00109,Jeans,Clothing,11785.4,5,58927.0,2024-06-25,Wallet,1.6,June,2024,11785.400000000001,13,Retail,North
ORD00110,Self-Help Book,Books,30826.72,1,30826.72,2024-08-04,UPI,3.9,August,2024,6165.344000000001,28,Wholesale,South
ORD00111,Jacket,Clothing,35811.1,4,143244.4,2024-09-11,Net Banking,1.9,September,2024,28648.88,5,Wholesale,East
ORD00112,Shampoo,Beauty,45387.99,3,136163.97,2024-12-23,COD,4.8,December,2024,27232.794,16,Wholesale,East
ORD00113,Sofa Cover,Home & Kitchen,39263.94,5,196319.7,2024-08-05,Wallet,3.8,August,2024,39263.94,12,Retail,North
ORD00114,Educational Book,Books,19787.61,1,19787.61,2024-10-07,Debit Card,3.9,October,2024,3957.5220000000004,28,Online,East
ORD00115,Jacket,Clothing,26219.99,4,104879.96,2024-03-14,Debit Card,2.1,March,2024,20975.992000000002,15,Wholesale,West
ORD00116,Lipstick,Beauty,14286.02,4,57144.08,2024-05-25,UPI,3.7,May,2024,11428.816,23,Wholesale,North
ORD00117,T-Shirt,Clothing,13019.07,3,39057.21,2025-02-02,Credit Card,2.8,February,2025,7811.442,21,Retail,South
ORD00118,Face Cream,Beauty,43488.42,3,130465.26,2024-07-18,Net Banking,3.0,July,2024,26093.052,12,Wholesale,North
ORD00119,Cookbook,Books,30903.49,4,123613.96,2024-09-10,Net Banking,1.7,September,2024,24722.792,7,Retail,East
ORD00120,Table Lamp,Home & Kitchen,37405.46,4,149621.84,2025-01-15,Wallet,1.3,January,2025,29924.368000000002,7,Online,South
ORD00121,Tablet,Electronics,30593.67,4,122374.68,2024-05-18,COD,1.5,May,2024,24474.936,5,Retail,North
ORD00122,Headphones,Electronics,28688.25,3,86064.75,2024-05-27,UPI,2.4,May,2024,17212.95,9,Retail,West
ORD00123,Hair Dryer,Beauty,12158.96,3,36476.88,2024-03-21,Net Banking,1.1,March,2024,7295.376,14,Retail,West
ORD00124,Headphones,Electronics,24500.05,3,73500.15,2024-04-21,Credit Card,4.4,April,2024,14700.029999999999,11,Retail,North
ORD00125,Table Lamp,Home & Kitchen,44412.88,3,133238.64,2024-09-13,COD,1.4,September,2024,26647.728000000003,30,Online,West
ORD00126,Smartphone,Electronics,26615.97,3,79847.91,2024-08-26,Net Banking,3.6,August,2024,15969.582000000002,13,Online,West
ORD00127,Jacket,Clothing,3979.4,1,3979.4,2024-10-02,Debit Card,4.6,October,2024,795.8800000000001,11,Wholesale,West
ORD00128,Perfume,Beauty,49687.49,2,99374.98,2024-05-02,UPI,2.5,May,2024,19874.996,13,Online,South
ORD00129,Laptop,Electronics,11289.42,3,33868.26,2024-08-10,UPI,2.3,August,2024,6773.652000000001,12,Online,West
ORD00130,Dress,Clothing,27309.73,3,81929.19,2024-06-17,Net Banking,4.0,June,2024,16385.838,16,Wholesale,West
ORD00131,Laptop,Electronics,30374.4,5,151872.0,2025-01-11,Net Banking,1.8,January,2025,30374.4,6,Online,West
ORD00132,Shampoo,Beauty,15486.41,4,61945.64,2024-04-20,COD,5.0,April,2024,12389.128,5,Retail,South
ORD00133,Smartwatch,Electronics,33698.34,1,33698.34,2024-08-10,Debit Card,4.2,August,2024,6739.668,20,Retail,North
ORD00134,Dress,Clothing,42987.64,5,214938.2,2024-03-30,Wallet,3.7,March,2024,42987.64000000001,27,Wholesale,East
ORD00135,Smartwatch,Electronics,1104.25,5,5521.25,2024-11-28,UPI,3.8,November,2024,1104.25,27,Wholesale,West
ORD00136,Jacket,Clothing,14043.16,4,56172.64,2024-06-01,Wallet,3.1,June,2024,11234.528,28,Wholesale,North
ORD00137,Cookbook,Books,24032.88,1,24032.88,2024-10-28,Wallet,3.8,October,2024,4806.576,9,Retail,West
ORD00138,Face Cream,Beauty,32283.58,3,96850.74,2025-01-02,COD,4.4,January,2025,19370.148,7,Online,South
ORD00139,Lipstick,Beauty,3848.54,1,3848.54,2025-02-03,Net Banking,4.6,February,2025,769.7080000000001,16,Retail,North
ORD00140,Cookware Set,Home & Kitchen,48175.48,1,48175.48,2024-07-10,COD,1.5,July,2024,9635.096000000001,12,Wholesale,South
ORD00141,Tablet,Electronics,2273.01,2,4546.02,2025-01-01,UPI,4.3,January,2025,909.2040000000002,26,Online,West
ORD00142,Jacket,Clothing,48346.41,3,145039.23,2025-01-27,Debit Card,1.4,January,2025,29007.846000000005,7,Online,West
ORD00143,Table Lamp,Home & Kitchen,8383.86,2,16767.72,2024-09-19,Wallet,3.1,September,2024,3353.5440000000003,5,Retail,South
ORD00144,Shampoo,Beauty,15344.02,1,15344.02,2024-05-16,UPI,4.0,May,2024,3068.804,7,Wholesale,East
ORD00145,Smartphone,Electronics,49142.57,4,196570.28,2024-03-04,UPI,4.9,March,2024,39314.056000000004,9,Retail,South
ORD00146,Self-Help Book,Books,45182.27,5,225911.35,2024-03-30,Debit Card,3.1,March,2024,45182.270000000004,19,Online,West
ORD00147,Jacket,Clothing,18309.06,2,36618.12,2024-05-11,Net Banking,1.9,May,2024,7323.624000000001,18,Retail,South
ORD00148,Smartwatch,Electronics,33021.1,4,132084.4,2024-08-21,Debit Card,4.4,August,2024,26416.88,7,Retail,East
ORD00149,Jacket,Clothing,42814.17,5,214070.85,2024-09-27,Debit Card,4.2,September,2024,42814.170000000006,5,Wholesale,South
ORD00150,Perfume,Beauty,5293.87,2,10587.74,2024-12-31,Debit Card,2.7,December,2024,2117.5480000000002,9,Wholesale,East
ORD00151,Fiction Novel,Books,16596.58,5,82982.9,2025-02-02,UPI,2.1,February,2025,16596.579999999998,30,Online,East
ORD00152,Sneakers,Clothing,48940.95,1,48940.95,2024-02-20,Net Banking,1.0,February,2024,9788.19,27,Retail,South
ORD00153,Jeans,Clothing,10059.45,5,50297.25,2024-03-23,COD,4.3,March,2024,10059.45,18,Retail,South
ORD00154,Perfume,Beauty,4820.8,1,4820.8,2024-12-10,Wallet,4.3,December,2024,964.1600000000001,11,Retail,North
ORD00155,Cookbook,Books,12087.35,4,48349.4,2024-11-21,UPI,2.6,November,2024,9669.880000000001,13,Online,West
ORD00156,Face Cream,Beauty,43522.08,5,217610.4,2024-09-11,COD,4.8,September,2024,43522.08,19,Online,East
ORD00157,Smartwatch,Electronics,42409.26,1,42409.26,2024-08-25,Debit Card,2.0,August,2024,8481.852,19,Wholesale,North
ORD00158,Fiction Novel,Books,29882.47,5,149412.35,2024-06-22,Wallet,4.7,June,2024,29882.47,30,Wholesale,South
ORD00159,Smartwatch,Electronics,40233.28,5,201166.4,2025-01-05,Wallet,1.9,January,2025,40233.28,14,Wholesale,West
ORD00160,Sofa Cover,Home & Kitchen,15357.36,4,61429.44,2024-08-06,Debit Card,1.6,August,2024,12285.888,17,Retail,North
ORD00161,Self-Help Book,Books,10565.57,4,42262.28,2024-07-04,Net Banking,1.5,July,2024,8452.456,23,Retail,East
ORD00162,Fiction Novel,Books,42533.26,4,170133.04,2024-11-28,Debit Card,4.6,November,2024,34026.608,11,Wholesale,North
ORD00163,Mixer Grinder,Home & Kitchen,18426.9,4,73707.6,2024-10-18,Debit Card,4.7,October,2024,14741.520000000002,21,Retail,East
ORD00164,Perfume,Beauty,23369.23,1,23369.23,2024-11-23,Credit Card,1.5,November,2024,4673.8460000000005,24,Wholesale,South
ORD00165,Perfume,Beauty,2735.32,5,13676.6,2024-12-20,Wallet,2.6,December,2024,2735.32,8,Online,West
ORD00166,Laptop,Electronics,48944.01,3,146832.03,2024-07-04,COD,4.2,July,2024,29366.406000000003,9,Wholesale,West
ORD00167,Hair Dryer,Beauty,32590.46,2,65180.92,2024-04-11,Net Banking,2.4,April,2024,13036.184000000001,27,Online,West
ORD00168,Hair Dryer,Beauty,35286.97,2,70573.94,2024-10-09,Net Banking,3.3,October,2024,14114.788,11,Retail,South
ORD00169,Fiction Novel,Books,42881.03,3,128643.09,2024-11-29,Net Banking,4.4,November,2024,25728.618000000002,17,Wholesale,East
ORD00170,Shampoo,Beauty,28246.25,2,56492.5,2024-06-03,Net Banking,2.3,June,2024,11298.5,19,Retail,South
ORD00171,Shampoo,Beauty,24619.84,2,49239.68,2024-12-06,Debit Card,4.1,December,2024,9847.936000000002,15,Online,West
ORD00172,Dress,Clothing,12083.96,3,36251.88,2024-11-23,Wallet,3.0,November,2024,7250.376,8,Online,South
ORD00173,Self-Help Book,Books,12214.72,5,61073.6,2025-01-14,UPI,2.1,January,2025,12214.720000000001,17,Online,South
ORD00174,Fiction Novel,Books,19386.27,1,19386.27,2024-07-16,COD,4.1,July,2024,3877.2540000000004,11,Retail,South
ORD00175,Educational Book,Books,34879.4,3,104638.2,2024-04-12,UPI,2.5,April,2024,20927.64,23,Retail,East
ORD00176,Laptop,Electronics,32016.11,5,160080.55,2024-09-27,Debit Card,4.3,September,2024,32016.11,26,Retail,North
ORD00177,T-Shirt,Clothing,32264.17,1,32264.17,2024-07-22,Net Banking,4.1,July,2024,6452.834,6,Retail,North
ORD00178,Shampoo,Beauty,30171.74,4,120686.96,2024-07-29,Net Banking,3.8,July,2024,24137.392000000003,14,Online,South
ORD00179,Dress,Clothing,22712.18,5,113560.9,2025-01-24,COD,3.9,January,2025,22712.18,17,Online,North
ORD00180,Comic Book,Books,27204.69,1,27204.69,2025-02-09,Debit Card,2.8,February,2025,5440.938,29,Wholesale,North
ORD00181,Educational Book,Books,17353.47,1,17353.47,2024-12-04,Credit Card,2.6,December,2024,3470.6940000000004,25,Wholesale,South
ORD00182,Sofa Cover,Home & Kitchen,44882.2,1,44882.2,2024-05-11,COD,1.3,May,2024,8976.44,10,Retail,South
ORD00183,Sofa Cover,Home & Kitchen,47002.72,3,141008.16,2024-03-05,Debit Card,4.1,March,2024,28201.632,16,Online,West
ORD00184,Lipstick,Beauty,33659.67,4,134638.68,2024-07-05,Wallet,3.3,July,2024,26927.736,16,Online,North
ORD00185,Sofa Cover,Home & Kitchen,13011.44,2,26022.88,2024-06-25,Wallet,4.9,June,2024,5204.576000000001,24,Online,East
ORD00186,Smartphone,Electronics,21990.25,3,65970.75,2025-01-12,Wallet,4.2,January,2025,13194.150000000001,15,Wholesale,South
ORD00187,Perfume,Beauty,1927.38,3,5782.14,2024-08-31,Debit Card,2.9,August,2024,1156.428,30,Wholesale,West
ORD00188,Laptop,Electronics,21741.53,3,65224.59,2024-12-02,COD,3.5,December,2024,13044.918,27,Online,East
ORD00189,Sneakers,Clothing,23638.72,1,23638.72,2024-09-24,Credit Card,1.5,September,2024,4727.744000000001,29,Online,North
ORD00190,Hair Dryer,Beauty,39372.11,1,39372.11,2024-04-13,Wallet,4.1,April,2024,7874.4220000000005,11,Online,West
ORD00191,Fiction Novel,Books,49088.13,4,196352.52,2024-03-06,Wallet,2.3,March,2024,39270.504,5,Wholesale,South
ORD00192,Cookware Set,Home & Kitchen,4524.63,3,13573.89,2024-12-19,UPI,2.4,December,2024,2714.7780000000002,5,Online,East
ORD00193,Sneakers,Clothing,1507.01,3,4521.03,2024-08-02,Net Banking,2.5,August,2024,904.206,29,Online,South
ORD00194,Tablet,Electronics,39699.85,3,119099.55,2024-05-14,Wallet,3.9,May,2024,23819.910000000003,29,Retail,North
ORD00195,Face Cream,Beauty,37494.13,5,187470.65,2024-10-01,COD,1.8,October,2024,37494.13,24,Retail,East
ORD00196,Smartphone,Electronics,5850.81,5,29254.05,2024-11-28,COD,1.3,November,2024,5850.81,17,Wholesale,North
ORD00197,Self-Help Book,Books,16448.74,4,65794.96,2024-09-04,Net Banking,4.6,September,2024,13158.992000000002,13,Online,North
ORD00198,Smartwatch,Electronics,11103.44,1,11103.44,2024-05-09,Wallet,1.1,May,2024,2220.688,7,Online,West
ORD00199,Self-Help Book,Books,34255.39,2,68510.78,2024-02-18,UPI,2.9,February,2024,13702.156,11,Retail,South
ORD00200,Smartwatch,Electronics,18304.18,2,36608.36,2024-09-30,Debit Card,1.6,September,2024,7321.6720000000005,10,Wholesale,East
ORD00201,Table Lamp,Home & Kitchen,12771.91,2,25543.82,2024-07-11,Wallet,3.2,July,2024,5108.764,12,Retail,North
ORD00202,Comic Book,Books,2275.09,2,4550.18,2024-06-27,Debit Card,1.5,June,2024,910.0360000000001,13,Retail,North
ORD00203,Sneakers,Clothing,16468.59,4,65874.36,2024-10-24,Net Banking,4.5,October,2024,13174.872000000001,9,Retail,East
ORD00204,Cookware Set,Home & Kitchen,4934.99,3,14804.97,2024-10-16,Credit Card,4.6,October,2024,2960.994,5,Retail,North
ORD00205,Table Lamp,Home & Kitchen,5258.29,5,26291.45,2024-08-23,Wallet,2.5,August,2024,5258.290000000001,23,Online,West
ORD00206,Hair Dryer,Beauty,32580.0,5,162900.0,2024-03-27,COD,2.7,March,2024,32580.0,14,Online,West
ORD00207,Sofa Cover,Home & Kitchen,40298.9,1,40298.9,2024-06-17,Debit Card,1.2,June,2024,8059.780000000001,16,Retail,West
ORD00208,Tablet,Electronics,11236.19,3,33708.57,2024-11-02,COD,2.6,November,2024,6741.714,28,Wholesale,West
ORD00209,Self-Help Book,Books,32537.46,5,162687.3,2024-10-28,UPI,3.4,October,2024,32537.46,19,Wholesale,North
ORD00210,Jeans,Clothing,6953.88,1,6953.88,2024-05-14,UPI,2.9,May,2024,1390.776,26,Wholesale,East
ORD00211,Bedsheet,Home & Kitchen,32824.05,3,98472.15,2024-09-02,Credit Card,3.6,September,2024,19694.43,28,Wholesale,East
ORD00212,Sneakers,Clothing,34459.99,3,103379.97,2024-10-05,Debit Card,1.4,October,2024,20675.994000000002,13,Retail,East
